PRODUCT_ID,NDC,MKTED_PROD_NM,GPI10_DESC,GPI,GPI_DESC,DOSAGE_FORM_CD,ROUTE_ADM_CD,USC_CD,USC_DESC,STRNT_DESC,TPTY_RECV_ADD_DT,OBSOLETE_DT,CMF_PROD_NBR,CMF_PPK_NBR,MKTDEF_NM,PROD_CUSTOM_LVL1_DESC,PROD_CUSTOM_LVL2_DESC,DISPLAY_ORDER_NBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240804,33261038760,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,28/05/2009,,1144807,1144807001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240803,33261038750,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,28/05/2009,,1144807,1144807001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240800,33261038730,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,28/05/2009,,1144807,1144807001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240798,33261038725,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,28/05/2009,,1144807,1144807001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205010,23490791708,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,17/05/2007,01/05/2013,1144797,1144797001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205009,23490791707,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,17/05/2007,01/05/2013,1144797,1144797001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205008,23490791705,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,17/05/2007,01/05/2013,1144797,1144797001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205407,23490521202,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,24/05/2007,01/05/2013,1144797,1144797001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205410,23490521205,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,24/05/2007,01/05/2013,1144797,1144797001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205409,23490521204,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,24/05/2007,01/05/2013,1144797,1144797001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205408,23490521203,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,24/05/2007,01/05/2013,1144797,1144797001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470050,46144010210,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Powder,POWD,XX,78120,CRUDE/BULK MEDICINAL,N/A,06/05/2015,,1081692,1081692001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426908,46144010225,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Powder,POWD,XX,78120,CRUDE/BULK MEDICINAL,N/A,06/12/2012,,1081692,1081692001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426882,46144010205,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Powder,POWD,XX,78120,CRUDE/BULK MEDICINAL,N/A,06/12/2012,,1081692,1081692001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426879,46144010201,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Powder,POWD,XX,78120,CRUDE/BULK MEDICINAL,N/A,06/12/2012,,1081692,1081692001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429634,67544067180,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,13/02/2013,,1081669,1081669001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439785,58597800404,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Powder,POWD,XX,78120,CRUDE/BULK MEDICINAL,N/A,06/09/2013,,1081695,1081695001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439845,58597800408,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Powder,POWD,XX,78120,CRUDE/BULK MEDICINAL,N/A,06/09/2013,,1081695,1081695001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439807,58597800406,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Powder,POWD,XX,78120,CRUDE/BULK MEDICINAL,N/A,06/09/2013,,1081695,1081695001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439847,58597800407,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Powder,POWD,XX,78120,CRUDE/BULK MEDICINAL,N/A,06/09/2013,,1081695,1081695001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461594,58597800402,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Powder,POWD,XX,78120,CRUDE/BULK MEDICINAL,N/A,10/09/2014,,1081695,1081695001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131483,62584062333,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,11/09/1997,23/03/2004,1081655,1081655001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131482,62584062301,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,27/03/1997,23/03/2004,NA,NA,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156445,68084003885,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,12/11/2003,20/11/2009,1081655,1081655001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161452,68084003880,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,20/04/2004,20/11/2009,1081655,1081655001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195763,68084003811,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,17/10/2006,10/01/2012,1081655,1081655001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159280,68084003801,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,09/01/2004,10/01/2012,1081655,1081655001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426241,68084059901,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,16/11/2012,05/06/2014,1081655,1081655001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426250,68084059911,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,16/11/2012,05/06/2014,1081655,1081655001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468539,68084085511,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,30/03/2015,,1081655,1081655001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030617,405411102,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 20 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",20 MG,29/09/1994,01/11/1996,NA,NA,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030616,405411101,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 20 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",20 MG,12/07/1990,01/11/1996,NA,NA,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030615,405411002,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,29/09/1994,01/11/1996,NA,NA,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030614,405411001,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Tab 10 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",10 MG,12/07/1990,01/11/1996,1081626,1081626002,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459358,50488100501,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Powder,POWD,XX,78120,CRUDE/BULK MEDICINAL,N/A,13/06/2014,,1081706,1081706001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459392,50488100502,BACLOFEN,BACLOFEN,7.51E+13,Baclofen Powder,POWD,XX,78120,CRUDE/BULK MEDICINAL,N/A,13/06/2014,,1081706,1081706001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205007,23490791704,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,17/05/2007,01/05/2013,1144797,1144797001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205006,23490791700,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,17/05/2007,01/05/2013,1144797,1144797001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
