,code,category,descrp,cp02_count,cn01_count,cp02_prop,cn01_prop
13,C_88305_-1,CPT,"LEVEL IV - SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION ABORTION - SPONTANEOUS/MISSED ARTERY, BIOPSY BONE MARROW, BIOPSY BONE EXOSTOSIS BRAIN/MENINGES, OTHER THAN FOR TUMOR RESECTION BREAST, BIOPSY, NOT REQUIRING MICROSCOPIC EVALUATION OF SURGICAL MARGINS BREAST, REDUCTION MAMMOPLASTY BRONCHUS, BIOPSY CELL BLOCK, ANY SOURCE CERVIX, BIOPSY COLON, BIOPSY DUODENUM, BIOPSY ENDOCERVIX, CURETTINGS/BIOPSY ENDOMETRIUM, CURETTINGS/BIOPSY ESOPHAGUS, BIOPSY EXTREMITY, AMPUTATION, TRAUMATIC FALLOPIAN TUBE, BIOPSY FALLOPIAN TUBE, ECTOPIC PREGNANCY FEMORAL HEAD, FRACTURE FINGERS/TOES, AMPUTATION, NON-TRAUMATIC GINGIVA/ORAL MUCOSA, BIOPSY HEART VALVE JOINT, RESECTION KIDNEY, BIOPSY LARYNX, BIOPSY LEIOMYOMA(S), UTERINE MYOMECTOMY - WITHOUT UTERUS LIP, BIOPSY/WEDGE RESECTION LUNG, TRANSBRONCHIAL BIOPSY LYMPH NODE, BIOPSY MUSCLE, BIOPSY NASAL MUCOSA, BIOPSY NASOPHARYNX/OROPHARYNX, BIOPSY NERVE, BIOPSY ODONTOGENIC/DENTAL CYST OMENTUM, BIOPSY OVARY WITH OR WITHOUT TUBE, NON-NEOPLASTIC OVARY, BIOPSY/WEDGE RESECTION PARATHYROID GLAND PERITONEUM, BIOPSY PITUITARY TUMOR PLACENTA, OTHER THAN THIRD TRIMESTER PLEURA/PERICARDIUM - BIOPSY/TISSUE POLYP, CERVICAL/ENDOMETRIAL POLYP, COLORECTAL POLYP, STOMACH/SMALL INTESTINE PROSTATE, NEEDLE BIOPSY PROSTATE, TUR SALIVARY GLAND, BIOPSY SINUS, PARANASAL BIOPSY SKIN, OTHER THAN CYST/TAG/DEBRIDEMENT/PLASTIC REPAIR SMALL INTESTINE, BIOPSY SOFT TISSUE, OTHER THAN TUMOR/MASS/LIPOMA/DEBRIDEMENT SPLEEN STOMACH, BIOPSY SYNOVIUM TESTIS, OTHER THAN TUMOR/BIOPSY/CASTRATION THYROGLOSSAL DUCT/BRACHIAL CLEFT CYST TONGUE, BIOPSY TONSIL, BIOPSY TRACHEA, BIOPSY URETER, BIOPSY URETHRA, BIOPSY URINARY BLADDER, BIOPSY UTERUS, WITH OR WITHOUT TUBES AND OVARIES, FOR PROLAPSE VAGINA, BIOPSY VULVA/LABIA, BIOPSY",614,1020,0.23533921042545036,0.17989417989417988
14,C_90732_-1,CPT,"PNEUMOCOCCAL POLYSACCHARIDE VACCINE, 23-VALENT (PPSV23), ADULT OR IMMUNOSUPPRESSED PATIENT DOSAGE, WHEN ADMINISTERED TO INDIVIDUALS 2 YEARS OR OLDER, FOR SUBCUTANEOUS OR INTRAMUSCULAR USE",158,210,0.06055960137983902,0.037037037037037035
15,C_90792_-1,CPT,PSYCHIATRIC DIAGNOSTIC EVALUATION WITH MEDICAL SERVICES,52,142,0.019931008049060943,0.025044091710758377
16,C_92506_-1,CPT,"EVALUATION OF SPEECH, LANGUAGE, VOICE, COMMUNICATION, AND/OR AUDITORY PROCESSING",7,5,0.0026830203142966655,0.0008818342151675485
17,C_93298_-1,CPT,"INTERROGATION DEVICE EVALUATION(S), (REMOTE) UP TO 30 DAYS; IMPLANTABLE LOOP RECORDER SYSTEM, INCLUDING ANALYSIS OF RECORDED HEART RHYTHM DATA, ANALYSIS, REVIEW(S) AND REPORT(S) BY A PHYSICIAN OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL",1,6,0.0003832886163280951,0.0010582010582010583
18,C_93313_-1,CPT,"ECHOCARDIOGRAPHY, TRANSESOPHAGEAL, REAL-TIME WITH IMAGE DOCUMENTATION (2D) (WITH OR WITHOUT M-MODE RECORDING); PLACEMENT OF TRANSESOPHAGEAL PROBE ONLY",2,5,0.0007665772326561902,0.0008818342151675485
19,C_96101_-1,CPT,"PSYCHOLOGICAL TESTING (INCLUDES PSYCHODIAGNOSTIC ASSESSMENT OF EMOTIONALITY, INTELLECTUAL ABILITIES, PERSONALITY AND PSYCHOPATHOLOGY, EG, MMPI, RORSCHACH, WAIS), PER HOUR OF THE PSYCHOLOGIST'S OR PHYSICIAN'S TIME, BOTH FACE-TO-FACE TIME ADMINISTERING TESTS TO THE PATIENT AND TIME INTERPRETING THESE TEST RESULTS AND PREPARING THE REPORT",18,24,0.006899195093905711,0.004232804232804233
20,C_96376_-1,CPT,"THERAPEUTIC, PROPHYLACTIC, OR DIAGNOSTIC INJECTION (SPECIFY SUBSTANCE OR DRUG); EACH ADDITIONAL SEQUENTIAL INTRAVENOUS PUSH OF THE SAME SUBSTANCE/DRUG PROVIDED IN A FACILITY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",77,132,0.02951322345726332,0.02328042328042328
21,C_98926_-1,CPT,OSTEOPATHIC MANIPULATIVE TREATMENT (OMT); 3-4 BODY REGIONS INVOLVED,7,16,0.0026830203142966655,0.0028218694885361554
22,C_99292_-1,CPT,"CRITICAL CARE, EVALUATION AND MANAGEMENT OF THE CRITICALLY ILL OR CRITICALLY INJURED PATIENT; EACH ADDITIONAL 30 MINUTES (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY SERVICE)",37,42,0.014181678804139517,0.007407407407407408
23,D_29383_1,ICD9,MOOD DISORDER IN CONDITIONS CLASSIFIED ELSEWHERE,14,8,0.005366040628593331,0.0014109347442680777
24,D_30113_1,ICD9,CYCLOTHYMIC DISORDER,1,3,0.0003832886163280951,0.0005291005291005291
25,D_34590_1,ICD9,"EPILEPSY, UNSPECIFIED, WITHOUT MENTION OF INTRACTABLE EPILEPSY",91,61,0.03487926408585665,0.010758377425044091
26,D_36206_1,ICD9,SEVERE NONPROLIFERATIVE DIABETIC RETINOPATHY,2,2,0.0007665772326561902,0.0003527336860670194
27,D_42518_1,ICD9,OTHER HYPERTROPHIC CARDIOMYOPATHY,4,3,0.0015331544653123803,0.0005291005291005291
28,D_4548_1,ICD9,VARICOSE VEINS OF LOWER EXTREMITIES WITH OTHER COMPLICATIONS,17,20,0.006515906477577616,0.003527336860670194
29,D_4721_1,ICD9,CHRONIC PHARYNGITIS,11,3,0.004216174779609045,0.0005291005291005291
30,D_51919_1,ICD9,OTHER DISEASES OF TRACHEA AND BRONCHUS,13,7,0.004982752012265236,0.0012345679012345679
31,D_52462_1,ICD9,"TEMPOROMANDIBULAR JOINT DISORDERS, ARTHRALGIA OF TEMPOROMANDIBULAR JOINT",3,8,0.0011498658489842851,0.0014109347442680777
32,D_6069_1,ICD9,"MALE INFERTILITY, UNSPECIFIED",10,8,0.0038328861632809506,0.0014109347442680777
33,D_65423_1,ICD9,"PREVIOUS CESAREAN DELIVERY, ANTEPARTUM CONDITION OR COMPLICATION",1,1,0.0003832886163280951,0.0001763668430335097
34,D_6823_1,ICD9,CELLULITIS AND ABSCESS OF UPPER ARM AND FOREARM,47,39,0.018014564967420467,0.0068783068783068784
35,D_6929_1,ICD9,"CONTACT DERMATITIS AND OTHER ECZEMA, UNSPECIFIED CAUSE",248,252,0.09505557684936758,0.044444444444444446
36,D_7060_1,ICD9,ACNE VARIOLIFORMIS,1,2,0.0003832886163280951,0.0003527336860670194
37,D_71801_1,ICD9,ARTICULAR CARTILAGE DISORDER INVOLVING SHOULDER REGION,6,8,0.0022997316979685703,0.0014109347442680777
38,D_7310_1,ICD9,OSTEITIS DEFORMANS WITHOUT MENTION OF BONE TUMOR,2,1,0.0007665772326561902,0.0001763668430335097
39,D_73689_1,ICD9,OTHER ACQUIRED DEFORMITY OF OTHER PARTS OF LIMB,5,2,0.0019164430816404753,0.0003527336860670194
40,D_78721_1,ICD9,"DYSPHAGIA, ORAL PHASE",14,4,0.005366040628593331,0.0007054673721340388
41,D_7945_1,ICD9,NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDY OF THYROID,21,12,0.008049060942889995,0.0021164021164021165
42,D_79982_1,ICD9,APPARENT LIFE THREATENING EVENT IN INFANT,2,4,0.0007665772326561902,0.0007054673721340388
43,D_82521_1,ICD9,"FRACTURE OF ASTRAGALUS, CLOSED",3,5,0.0011498658489842851,0.0008818342151675485
44,D_88100_1,ICD9,"OPEN WOUND OF FOREARM, WITHOUT MENTION OF COMPLICATION",17,11,0.006515906477577616,0.0019400352733686067
45,D_92311_1,ICD9,CONTUSION OF ELBOW,14,20,0.005366040628593331,0.003527336860670194
46,D_C01_2,ICD10,MALIGNANT NEOPLASM OF BASE OF TONGUE,1,3,0.0003832886163280951,0.0005291005291005291
47,D_C44119_2,ICD10,"BASAL CELL CARCINOMA OF SKIN OF LEFT EYELID, INCLUDING CANTHUS",2,1,0.0007665772326561902,0.0001763668430335097
48,D_D3131_2,ICD10,BENIGN NEOPLASM OF RIGHT CHOROID,2,3,0.0007665772326561902,0.0005291005291005291
49,D_G935_2,ICD10,COMPRESSION OF BRAIN,1,4,0.0003832886163280951,0.0007054673721340388
50,D_H9319_2,ICD10,"TINNITUS, UNSPECIFIED EAR",1,12,0.0003832886163280951,0.0021164021164021165
51,D_K2901_2,ICD10,ACUTE GASTRITIS WITH BLEEDING,3,5,0.0011498658489842851,0.0008818342151675485
52,D_K7031_2,ICD10,ALCOHOLIC CIRRHOSIS OF LIVER WITH ASCITES,4,7,0.0015331544653123803,0.0012345679012345679
53,D_M158_2,ICD10,OTHER POLYOSTEOARTHRITIS,1,3,0.0003832886163280951,0.0005291005291005291
54,D_M2041_2,ICD10,"OTHER HAMMER TOE(S) (ACQUIRED), RIGHT FOOT",1,21,0.0003832886163280951,0.003703703703703704
55,D_M4716_2,ICD10,"OTHER SPONDYLOSIS WITH MYELOPATHY, LUMBAR REGION",2,3,0.0007665772326561902,0.0005291005291005291
56,D_N500_2,ICD10,ATROPHY OF TESTIS,1,1,0.0003832886163280951,0.0001763668430335097
57,D_N6001_2,ICD10,SOLITARY CYST OF RIGHT BREAST,1,1,0.0003832886163280951,0.0001763668430335097
58,D_R32_2,ICD10,UNSPECIFIED URINARY INCONTINENCE,26,47,0.009965504024530471,0.008289241622574956
59,D_R931_2,ICD10,ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING OF HEART AND CORONARY CIRCULATION,1,14,0.0003832886163280951,0.0024691358024691358
60,D_S92322D_2,ICD10,"DISPLACED FRACTURE OF SECOND METATARSAL BONE, LEFT FOOT, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING",1,1,0.0003832886163280951,0.0001763668430335097
61,D_V452_1,ICD9,POSTPROCEDURAL PRESENCE OF CEREBROSPINAL FLUID DRAINAGE DEVICE,3,4,0.0011498658489842851,0.0007054673721340388
62,D_Z954_2,ICD10,PRESENCE OF OTHER HEART-VALVE REPLACEMENT,1,5,0.0003832886163280951,0.0008818342151675485
63,D_Z955_2,ICD10,PRESENCE OF CORONARY ANGIOPLASTY IMPLANT AND GRAFT,7,43,0.0026830203142966655,0.007583774250440917
64,D_Z96642_2,ICD10,PRESENCE OF LEFT ARTIFICIAL HIP JOINT,6,20,0.0022997316979685703,0.003527336860670194
65,G_121085,GPI6,ANTIRETROVIRALS - RTI-NUCLEOTIDE ANALOGUES***,2,8,0.0007665772326561902,0.0014109347442680777
66,G_2720002700,GPI10,GLIMEPIRIDE,89,104,0.03411268685320046,0.01834215167548501
67,G_275500,GPI6,DIPEPTIDYL PEPTIDASE-4 (DPP-4) INHIBITORS***,95,120,0.03641241855116903,0.021164021164021163
68,G_4650001010,GPI10,DOCUSATE CALCIUM,3,1,0.0011498658489842851,0.0001763668430335097
69,G_5816002010,GPI10,CITALOPRAM HYDROBROMIDE,246,352,0.09428899961671139,0.062081128747795415
70,G_745030,GPI6,BENZATHIAZOLES***,4,1,0.0015331544653123803,0.0001763668430335097
71,G_9055980240,GPI10,PRAMOXINE-HC,3,4,0.0011498658489842851,0.0007054673721340388
72,H_E0118_-1,HCPC,"CRUTCH SUBSTITUTE, LOWER LEG PLATFORM, WITH OR WITHOUT WHEELS, EACH",2,7,0.0007665772326561902,0.0012345679012345679
73,H_E2613_-1,HCPC,"POSITIONING WHEELCHAIR BACK CUSHION, POSTERIOR, WIDTH LESS THAN 22 INCHES, ANY HEIGHT, INCLUDING ANY TYPE MOUNTING HARDWARE",9,1,0.0034495975469528554,0.0001763668430335097
74,H_G0432_-1,HCPC,"INFECTIOUS AGENT ANTIBODY DETECTION BY ENZYME IMMUNOASSAY (EIA) TECHNIQUE, HIV-1 AND/OR HIV-2, SCREENING",1,2,0.0003832886163280951,0.0003527336860670194
75,H_G8979_-1,HCPC,"MOBILITY: WALKING & MOVING AROUND FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS, AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE OR TO END REPORTING",84,153,0.03219624377155998,0.026984126984126985
76,H_L5000_-1,HCPC,"PARTIAL FOOT, SHOE INSERT WITH LONGITUDINAL ARCH, TOE FILLER",4,2,0.0015331544653123803,0.0003527336860670194
77,H_Q0111_-1,HCPC,"WET MOUNTS, INCLUDING PREPARATIONS OF VAGINAL, CERVICAL OR SKIN SPECIMENS",1,1,0.0003832886163280951,0.0001763668430335097
78,C_1003F_-1,CPT,LEVEL OF ACTIVITY ASSESSED (NMA-NO MEASURE ASSOCIATED),2,12,0.0007665772326561902,0.0021164021164021165
79,C_14041_-1,CPT,"ADJACENT TISSUE TRANSFER OR REARRANGEMENT, FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS AND/OR FEET; DEFECT 10.1 SQ CM TO 30.0 SQ CM",3,5,0.0011498658489842851,0.0008818342151675485
80,C_15121_-1,CPT,"SPLIT-THICKNESS AUTOGRAFT, FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS; EACH ADDITIONAL 100 SQ CM, OR EACH ADDITIONAL 1% OF BODY AREA OF INFANTS AND CHILDREN, OR PART THEREOF (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",1,1,0.0003832886163280951,0.0001763668430335097
81,C_23600_-1,CPT,CLOSED TREATMENT OF PROXIMAL HUMERAL (SURGICAL OR ANATOMICAL NECK) FRACTURE; WITHOUT MANIPULATION,7,2,0.0026830203142966655,0.0003527336860670194
82,C_36005_-1,CPT,INJECTION PROCEDURE FOR EXTREMITY VENOGRAPHY (INCLUDING INTRODUCTION OF NEEDLE OR INTRACATHETER),9,4,0.0034495975469528554,0.0007054673721340388
83,C_4046F_-1,CPT,DOCUMENTATION THAT PROPHYLACTIC ANTIBIOTICS WERE GIVEN WITHIN 4 HOURS PRIOR TO SURGICAL INCISION OR GIVEN INTRAOPERATIVELY (PERI 2),3,8,0.0011498658489842851,0.0014109347442680777
84,C_69209_-1,CPT,"REMOVAL IMPACTED CERUMEN USING IRRIGATION/LAVAGE, UNILATERAL",2,7,0.0007665772326561902,0.0012345679012345679
85,C_73525_-1,CPT,"RADIOLOGIC EXAMINATION, HIP, ARTHROGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION",1,5,0.0003832886163280951,0.0008818342151675485
86,C_75716_-1,CPT,"ANGIOGRAPHY, EXTREMITY, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION",10,19,0.0038328861632809506,0.003350970017636684
87,C_80104_-1,CPT,"DRUG SCREEN, QUALITATIVE; MULTIPLE DRUG CLASSES OTHER THAN CHROMATOGRAPHIC METHOD, EACH PROCEDURE",24,15,0.009198926791874281,0.0026455026455026454
88,C_81225_-1,CPT,"CYP2C19 (CYTOCHROME P450, FAMILY 2, SUBFAMILY C, POLYPEPTIDE 19) (EG, DRUG METABOLISM), GENE ANALYSIS, COMMON VARIANTS (EG, *2, *3, *4, *8, *17)",17,28,0.006515906477577616,0.0049382716049382715
89,C_81403_-1,CPT,"MOLECULAR PATHOLOGY PROCEDURE, LEVEL 4 (EG, ANALYSIS OF SINGLE EXON BY DNA SEQUENCE ANALYSIS, ANALYSIS OF >10 AMPLICONS USING MULTIPLEX PCR IN 2 OR MORE INDEPENDENT REACTIONS, MUTATION SCANNING OR DUPLICATION/DELETION VARIANTS OF 2-5 EXONS) ANG (ANGIOGENIN, RIBONUCLEASE, RNASE A FAMILY, 5) (EG, AMYOTROPHIC LATERAL SCLEROSIS), FULL GENE SEQUENCE ARX (ARISTALESS-RELATED HOMEOBOX) (EG, X-LINKED LISSENCEPHALY WITH AMBIGUOUS GENITALIA, X-LINKED MENTAL RETARDATION), DUPLICATION/DELETION ANALYSIS CEL (CARBOXYL ESTER LIPASE [BILE SALT-STIMULATED LIPASE]) (EG, MATURITY-ONSET DIABETES OF THE YOUNG [MODY]), TARGETED SEQUENCE ANALYSIS OF EXON 11 (EG, C.1785DELC, C.1686DELT) CTNNB1 (CATENIN [CADHERIN-ASSOCIATED PROTEIN], BETA 1, 88KDA) (EG, DESMOID TUMORS), TARGETED SEQUENCE ANALYSIS (EG, EXON 3) DAZ/SRY (DELETED IN AZOOSPERMIA AND SEX DETERMINING REGION Y) (EG, MALE INFERTILITY), COMMON DELETIONS (EG, AZFA, AZFB, AZFC, AZFD) DNMT3A (DNA [CYTOSINE-5-]-METHYLTRANSFERASE 3 ALPHA) (EG, ACUTE MYELOID LEUKEMIA), TARGETED SEQUENCE ANALYSIS (EG, EXON 23) EPCAM (EPITHELIAL CELL ADHESION MOLECULE) (EG, LYNCH SYNDROME), DUPLICATION/DELETION ANALYSIS F8 (COAGULATION FACTOR VIII) (EG, HEMOPHILIA A), INVERSION ANALYSIS, INTRON 1 AND INTRON 22A F12 (COAGULATION FACTOR XII [HAGEMAN FACTOR]) (EG, ANGIOEDEMA, HEREDITARY, TYPE III; FACTOR XII DEFICIENCY), TARGETED SEQUENCE ANALYSIS OF EXON 9 FGFR3 (FIBROBLAST GROWTH FACTOR RECEPTOR 3) (EG, ISOLATED CRANIOSYNOSTOSIS), TARGETED SEQUENCE ANALYSIS (EG, EXON 7) (FOR TARGETED SEQUENCE ANALYSIS OF MULTIPLE FGFR3 EXONS, USE 81404) GJB1 (GAP JUNCTION PROTEIN, BETA 1) (EG, CHARCOT-MARIE-TOOTH X-LINKED), FULL GENE SEQUENCE GNAQ (GUANINE NUCLEOTIDE-BINDING PROTEIN G[Q] SUBUNIT ALPHA) (EG, UVEAL MELANOMA), COMMON VARIANTS (EG, R183, Q209) HBB (HEMOGLOBIN, BETA, BETA-GLOBIN) (EG, BETA THALASSEMIA), DUPLICATION/DELETION ANALYSIS HUMAN ERYTHROCYTE ANTIGEN GENE ANALYSES (EG, SLC14A1 [KIDD BLOOD GROUP], BCAM [LUTHERAN BLOOD GROUP], ICAM4 [LANDSTEINER-WIENER BLOOD",5,2,0.0019164430816404753,0.0003527336860670194
90,C_82520_-1,CPT,COCAINE OR METABOLITE,82,42,0.03142966653890379,0.007407407407407408
91,C_83880_-1,CPT,NATRIURETIC PEPTIDE,138,285,0.052893829053277115,0.05026455026455026
92,C_85245_-1,CPT,"CLOTTING; FACTOR VIII, VW FACTOR, RISTOCETIN COFACTOR",3,1,0.0011498658489842851,0.0001763668430335097
93,C_87486_-1,CPT,"INFECTIOUS AGENT DETECTION BY NUCLEIC ACID (DNA OR RNA); CHLAMYDIA PNEUMONIAE, AMPLIFIED PROBE TECHNIQUE",4,6,0.0015331544653123803,0.0010582010582010583
94,C_87497_-1,CPT,"INFECTIOUS AGENT DETECTION BY NUCLEIC ACID (DNA OR RNA); CYTOMEGALOVIRUS, QUANTIFICATION",3,6,0.0011498658489842851,0.0010582010582010583
95,C_90474_-1,CPT,IMMUNIZATION ADMINISTRATION BY INTRANASAL OR ORAL ROUTE; EACH ADDITIONAL VACCINE (SINGLE OR COMBINATION VACCINE/TOXOID) (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),7,9,0.0026830203142966655,0.0015873015873015873
96,C_94010_-1,CPT,"SPIROMETRY, INCLUDING GRAPHIC RECORD, TOTAL AND TIMED VITAL CAPACITY, EXPIRATORY FLOW RATE MEASUREMENT(S), WITH OR WITHOUT MAXIMAL VOLUNTARY VENTILATION",209,201,0.08010732081257187,0.035449735449735446
97,C_99231_-1,CPT,"SUBSEQUENT HOSPITAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: A PROBLEM FOCUSED INTERVAL HISTORY; A PROBLEM FOCUSED EXAMINATION; MEDICAL DECISION MAKING THAT IS STRAIGHTFORWARD OR OF LOW COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PATIENT IS STABLE, RECOVERING OR IMPROVING. TYPICALLY, 15 MINUTES ARE SPENT AT THE BEDSIDE AND ON THE PATIENT'S HOSPITAL FLOOR OR UNIT.",304,365,0.1165197393637409,0.06437389770723104
98,D_27651_1,ICD9,DEHYDRATION,169,135,0.06477577615944806,0.023809523809523808
99,D_27950_1,ICD9,"GRAFT-VERSUS-HOST DISEASE, UNSPECIFIED",1,1,0.0003832886163280951,0.0001763668430335097
100,D_2850_1,ICD9,SIDEROBLASTIC ANEMIA,3,1,0.0011498658489842851,0.0001763668430335097
101,D_36211_1,ICD9,HYPERTENSIVE RETINOPATHY,21,10,0.008049060942889995,0.001763668430335097
102,D_3732_1,ICD9,CHALAZION,19,14,0.007282483710233806,0.0024691358024691358
103,D_37441_1,ICD9,LID RETRACTION OR LAG,2,2,0.0007665772326561902,0.0003527336860670194
104,D_37993_1,ICD9,REDNESS OR DISCHARGE OF EYE,8,11,0.0030663089306247606,0.0019400352733686067
105,D_40492_1,ICD9,"HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE, UNSPECIFIED, WITHOUT HEART FAILURE AND WITH CHRONIC KIDNEY DISEASE STAGE V OR END STAGE RENAL DISEASE",4,1,0.0015331544653123803,0.0001763668430335097
106,D_4139_1,ICD9,OTHER AND UNSPECIFIED ANGINA PECTORIS,97,106,0.03717899578382522,0.01869488536155203
107,D_42989_1,ICD9,OTHER ILL-DEFINED HEART DISEASES,1,2,0.0003832886163280951,0.0003527336860670194
108,D_43852_1,ICD9,"LATE EFFECT OF CEREBROVASCULAR DISEASE, OTHER PARALYTIC SYNDROME AFFECTING NONDOMINANT SIDE",2,1,0.0007665772326561902,0.0001763668430335097
109,D_5724_1,ICD9,HEPATORENAL SYNDROME,1,1,0.0003832886163280951,0.0001763668430335097
110,D_6829_1,ICD9,CELLULITIS AND ABSCESS OF UNSPECIFIED SITES,134,111,0.051360674587964734,0.019576719576719578
111,D_72400_1,ICD9,SPINAL STENOSIS OF UNSPECIFIED REGION,44,24,0.01686469911843618,0.004232804232804233
112,D_74320_1,ICD9,"BUPHTHALMOS, UNSPECIFIED",1,1,0.0003832886163280951,0.0001763668430335097
113,D_81220_1,ICD9,"FRACTURE OF UNSPECIFIED PART OF HUMERUS, CLOSED",6,4,0.0022997316979685703,0.0007054673721340388
114,D_92410_1,ICD9,CONTUSION OF LOWER LEG,7,18,0.0026830203142966655,0.0031746031746031746
115,D_C250_2,ICD10,MALIGNANT NEOPLASM OF HEAD OF PANCREAS,1,3,0.0003832886163280951,0.0005291005291005291
116,D_D689_2,ICD10,"COAGULATION DEFECT, UNSPECIFIED",5,15,0.0019164430816404753,0.0026455026455026454
117,D_E538_2,ICD10,DEFICIENCY OF OTHER SPECIFIED B GROUP VITAMINS,12,37,0.0045994633959371405,0.006525573192239859
118,D_I252_2,ICD10,OLD MYOCARDIAL INFARCTION,10,56,0.0038328861632809506,0.009876543209876543
119,D_M1289_2,ICD10,"OTHER SPECIFIC ARTHROPATHIES, NOT ELSEWHERE CLASSIFIED, MULTIPLE SITES",1,1,0.0003832886163280951,0.0001763668430335097
120,D_M94262_2,ICD10,"CHONDROMALACIA, LEFT KNEE",3,14,0.0011498658489842851,0.0024691358024691358
121,D_R1110_2,ICD10,"VOMITING, UNSPECIFIED",19,84,0.007282483710233806,0.014814814814814815
122,D_R6510_2,ICD10,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME (SIRS) OF NON-INFECTIOUS ORIGIN WITHOUT ACUTE ORGAN DYSFUNCTION,2,12,0.0007665772326561902,0.0021164021164021165
